HOTEL_name,CITY_name,COUNTRY_name,PRICE_range,HOTEL_rating,amneties,HOTEL_address,HOTEL_review
Hotel Kashmir Inn,Srinagar,India,,4/587,"Power backup,Parking Facility,Restaurant/Coffee Shop,Laundry Service,","Bilal Colony lane, Khayam Road, opposite Khyber Hospital, Srinagar - 190001 View on Map","Good Hotel and Good staff, good service and location is also good"
Hotel Sanjay Palace,Katra,India,,3.4/5,"Parking Facility,Laundry Service,CCTV surveillance,Dining,","Kashmir Road,Katra (Vaishno Devi) - 182301 View on Map","1. low quality rooms ...
2. left hotel in 2 hours of checking in ...
3. hotel GM asking for more money even ***** not at all recommended"
Sun And Snow II,Gulmarg,India,,3.6/5,"CCTV surveillance,Dining,Daily housekeeping,Room Service,","Main Town Gulmarg, Near Hotel Nedous - 193403 View on Map",wastage of Money
Hotel City Palace,Guwahati,India,,3.9/5,"Doctor On Call,Free Internet,Parking Facility,Conference Room,","Hotel City Palace , Opp. ASTC, Paltan Bazar, Guwahati - 781008 View on Map",service was Pathetic Food Quality was very bad  - Checked the Morning Breakfast Table image. No Dental kit No Saving kit No Iron. Laundry service after 10 am.
Days Hotel NEEMRANA,Neemrana,India,,4.1/5,"Free Internet,Air Conditioning,Swimming Pool,Indoor Entertainment,","Days Hotel Neemrana M-4, RIICO Industrial Area Shahjahanpur, District- Alwar Rajasthan - 301706 View on Map",The room is good but the balcony of the room is not clean and not good. The washroom was stinking but location of the hotel is good and staff is good.
Kamat Guest House,Goa,India,,4/51 ,"CCTV surveillance,Air Conditioning,Parking Facility,Internet,","Kamat Guest House, Hotel Vivanta road,Sinquerim Bardez-Goa - 403515 View on Map",
Marvel Cruise Houseboat,Alleppey,India,,4.3/5,"Air Conditioning,Parking Facility,Smoking Rooms Available,Indoor Entertainment,","Pallathuruthy, Alleppey - 688011 View on Map","Boat house experience and hospitality is really good. Food was good that made up without coconut oil as per our input. Boat house crew members are 3 with us and all are well trained. Marvel Cruise has all provided facility and required information to us that helped a lot. We are 4 girls, felt safe & nice journey with Marvel Cruise."
DEVANSHI INN,Navi Mumbai,India,,4.1/5,"Free Internet,Indoor Entertainment,Conference Room,Banquet hall,","PLOT NO. L-2, road no, HOTEL DEVANSHI INN,NEAR TRUCK TERMINAL,KALAMBOLI, Raigad, Navi Mumbai - 410218 View on Map",Stayed on 17th Jan 2020.. Very convenient but tricky location at the corner of Kalamboli circle.. Hard to find for new visitors in the area.. Rooms are very spacious and comfortable.. Safe parking.. Breakfast and bar restaurant is good.. convenient for Panvel and Taloja visitors..
Hotel Town Tower,Thiruvananthapuram,India,,3.9/5,"Free Internet,Air Conditioning,Indoor Entertainment,Conference Room,","South Gate Govt. Secretariat, Press Road Trivandrum Kerala - 695001 View on Map",Good Hotel for a affordable price..situated very near to railways station and bus stand.. Service is good.. morning complimentary breakfast is good
Keshav Guest House,Mathura,India,,,"Daily housekeeping,Room Service,","Near Potrakund masani tiraha , Mahavidya Road, Mathura , 281001 View on Map",
Hotel Rajmata,Hyderabad,India,,3.6/5,"Power backup,Parking Facility,Restaurant/Coffee Shop,Laundry Service,","5-8-230,Garden Road Opp:- Nampally Railway Station, Hyderabad - 500001 View on Map","The room is very big and the staff was always nice and helpful (always trying to accomodate requests and allowed me to hang around while waiting for my evening train).
It is very centrally located right outside nampally train station. Nearby is a good restaurant for food (Kamat).
The room was not too clean and I had to ask for bed sheets to be changed because they were full of stains. The bathroom was just disgusting - super dirty, smelled like mould (and there was mould almost everywhere)."
OM Residency- JP Nagar,Bengaluru,India,,2.3/5,"Power backup,Laundry Service,Travel Assistance,Room Service,","#1317, 1st Cross,J.P.Nagar, 2nd Phase, Bengaluru - 560078 View on Map",
Club Mahindra Mount Serene,Munnar,India,,4.1/5,"Doctor On Call,Air Conditioning,Parking Facility,Restaurant/Coffee Shop,","Chinnakanal Village,Suryanelli(Via) Iddukki, Munnar - 685618 View on Map",Ord 2 rice 2 dal they charged Rs 1990.00 its a loot.. one sabji Rs 550.00... loot
Hotel Himarani International,Kuttikkanam,India,,2.5/5,"Doctor On Call,Power backup,Restaurant/Coffee Shop,Laundry Service,","NH 220, Peermade, Kuttikanam, Kuttikkanam - 685531 View on Map",good experience value for the money. Thanks goibibo
Devashish Hotel,Haldwani,India,,4.1/5,"Free Internet,Air Conditioning,Indoor Entertainment,Conference Room,","Opp Judge'S Court, Nh-87, Nainital Road, Haldwani - 263139 View on Map","very nice experience.good location, good ambiance,and quick service."
Corner Stay Race Course,Coimbatore,India,,4.4/5,"Laundry Service,Free Internet,Power backup,Daily housekeeping,","4/1, Abdul Rahim road,Red fields Coimbatore, Off Race course Road. - 641018 View on Map",Wonderful stay. Well maintained rooms. Daily house keeping.
Singh Guest House,Varanasi,India,,3.9/5,"Restaurant/Coffee Shop,Laundry Service,CCTV surveillance,Outdoor Activities,","B. 3/22B Shivala, Varanasi - 221001 View on Map",Nice Hotel Nice Stay
Classic Sarovar Portico Trivandrum,Thiruvananthapuram,India,,4.4/5,"Doctor On Call,Free Internet,Air Conditioning,Swimming Pool,","Manjalikulam Road, Thampanoor, Trivandrum - 695001 View on Map","Good hotel, great location, excellent service, especially the front office staffs are very co-operative. SMOKERS stay away. You may be fined for smoking inside the room. Food is somewhere between good and great. Bathroom in my room was very small and shower was not properly working. They have a bar and a pool. Sufficient parking is also available."
Hotel Gwaling International,Leh,India,,2/51 ,"CCTV surveillance,Room Service,Daily housekeeping,Power backup,",Changspa Raod Leh - 194101 View on Map,
Hotel Sunset,Orchha,India,,4.3/5,"Doctor On Call,Laundry Service,CCTV surveillance,Parking Facility,","Near Of laxmi temple, Orchha, MADHYA PRADESH - 472246 View on Map",Loved Orchha and loved this small hotel. It's at a 5 minutes walking distance from the main road and the Ram Raja and Chhaturbhuj temples in a peaceful location. The staff was friendly and the room I was given was big and clean. Excellent stay.
Hotel Panchmurti,Diu,India,,3.2/5,"Doctor On Call,Air Conditioning,Parking Facility,Restaurant/Coffee Shop,","Opp Jethi Bai Bus Station, Diu - 362520 View on Map",Very good location centric to all visiting places and to transportation services as well
Hotel Easy Retreat,Vapi,India,,4.4/5,"Doctor On Call,Free Internet,Air Conditioning,Travel Assistance,","3rd Floor Padmavati Complex, Opposite 21st Century Hospital, Above Navjivan Restaurant, N.H.No.8, GIDC, Vapi, Gujarat - 396195 View on Map","Great Stay..
clean room
good service
tasty breakfast"
Cygnett Inn Repose,Guwahati,India,,4/544,"Air Conditioning,Conference Room,Banquet hall,Travel Assistance,","ABC, G.S. Road, Tarun Nagar, 2nd By-Lane, Guwahati - 781005 View on Map",nice rooms but the bathroom was a bit small. but overall experience was good. food was tasty and staff were very helpful.
Country Cottage,Palampur,India,,3.5/5,"Air Conditioning,Parking Facility,Banquet hall,Business Services,","Chandpur Tea Estate, Palampur - 176061 View on Map","The Resort is actually in between a Tea estate, Mr.Sarin (host) is a very friendly & adventures person. Basically the place is complete nirvana, right in the jungle. Wake up to the noise of birds & enjoy the filtered sunlight through the jungle. Food is cooked as per the choice of the guest & quantity is very fulfilling. I did pitch up a tent to enjoy the night in woods. The rooms are exactly as shown in the pics. All cottages have their own privacy & sufficient distance. I am definitely going back to this place."
Royal Guest House,Gaya,India,,3.8/5,"Air Conditioning,Business Services,Laundry Service,Power backup,","Swarajpuri Road, In front of Bharat seva ashram, Gaya - 823001 View on Map",A Nice Budget Stay... All amenities near by.. And Special about the property manager Mr. S. K. Sinha who helped with all the requirements and even lifts phone by 3 in the morning to help and reach place. Staffs are very courteous. Overall a Pleasant Experience..
Great India Resort,Mount Abu,India,,3.7/5,"Power backup,Restaurant/Coffee Shop,Laundry Service,CCTV surveillance,","Near dhundai puliya, dundai, mazor road, Mount Abu - 307501 View on Map",I was very disappointed of the service of that hotel when we are arrived at hotel room wasbnot ready service was below expectations food was ok and room linen was dirty bathroom are dirty overall experience of our stay is not good there is some issue also about the breakfast rest everything was fine
Roundcube Patnem,Goa,India,,3.9/5,"Doctor On Call,Parking Facility,Restaurant/Coffee Shop,Laundry Service,","Patnem beach, canacona south Goa - 403702 View on Map","Good location, first one on patnem beach...rooms are classically finished with wooden touch which is unlike any other beach shack around. staff is very helpful and food is awesome. only downside is that since roof height is not that much, afternoon can be. a bit warm.
helpful staff and great location"
The Kaal,Leh,India,,3.6/5,"Free Internet,Indoor Entertainment,Outdoor Activities,Laundry Service,","Skara, Leh Leh - 194101 View on Map",Location was good. Happy with the value of money being spent in the stay. All amenities were working in the room. It was lovely hotel.
Hotel sun World,Kanyakumari,India,,3.5/5,"Doctor On Call,Free Internet,Air Conditioning,Conference Room,","6/81-B, Kovalam Road, Kanyakumari - 629702 View on Map","Room was very beautiful,clean,decent. friendly staff. from balcony we can view Vivekananda Rock memorial. Market and beach was nearby,very close to sunset point."
Hotel Heaven Canal,Srinagar,India,,4.2/5,"Power backup,Parking Facility,Restaurant/Coffee Shop,Laundry Service,","Dal Lake Srinagar,Abi Buchpora Dalgate gate no, Srinagar 190001 View on Map",Good Hotel for anyone..Very positive mind hotel owner. I would like to come again.
The Midland Guest House,Pachmarhi,India,,1.6/5,"CCTV surveillance,Power backup,Daily housekeeping,Room Service,","In front of old SBI, Subhash Road, Pachmarhi - 461881 View on Map",
Tandel Resort,Palghar,India,,3.2/5,"Power backup,CCTV surveillance,Health-Spa,Indoor Entertainment,",Kelwa Beach Kelwa road Tal Palghar - 401401 View on Map,good to stay
Xandari Pearl,Alleppey,India,,4.5/5,"Doctor On Call,Free Internet,Air Conditioning,Swimming Pool,","Beach Road,Arattukulam Junction Mararikulam North P,S.L Puram, Alleppey - 688549 View on Map",This resort is totally Amazing and Best resort in Kerala ...we felt like we lost in the nature and one day stay is not enough to see the full resort ...it's a perfect place spend the time with family and friends... Thanks to Xandari for providing us an amazing stay and experience
Hotel Vrindavan Regency,Bikaner,India,,3.4/5,"Power backup,Parking Facility,Laundry Service,Conference Room,","Opposite 1 No. Plat Form Side Railway Station, G.S Road, Near Vishal Mega Mart Bikaner - 334001 View on Map","VERY NICE HOTEL AND STAFF
ROOM COMFORTABLE ROOM SERVICE .. NEAR RAILWAY STATION VERY GOOD"
Lifestyle Villa,Goa,India,,3.6/5,"Power backup,Laundry Service,CCTV surveillance,Outdoor Activities,","Near candolim primary Health centre opp dona alcina resort, Goa - 403516 View on Map","With great environmental, peaceful, close to the market, road, shopping center and most importantly very close to Candolim Beach"
Grand Safeer,Srinagar,India,,,"Laundry Service,Power backup,Travel Assistance,Room Service,","Grand Safeer: Hamza Colony, Sonwar, Srinagar, 190004 View on Map",
Houseboat Sea Hawk,Srinagar,India,,3.1/5,"Doctor On Call,Air Conditioning,Room Service,",Boulevard road Dallake Srinagar ghat No.8. Opposite new park hotel. Kashmi India - 190001 View on Map,"Dont book. I would request all, not to book this boat even if given for free. Booking this boat would mean ruining your trip to kashmir."
Hotel Heritage,Orchha,India,,3.5/5,"CCTV surveillance,Power backup,Daily housekeeping,Room Service,","Main Road , Orchha , tikamgarh (M.P) - 472246 View on Map","Not a good arrangement for this hotel
I am not suggest in any one for stay"
Hotel Pik Nik,Mussoorie,India,,3.5/5,"Power backup,Laundry Service,Smoking Rooms Available,CCTV surveillance,","Brentwood Lane, Near Picture Palace, The Mall Road, Mussoorie - 248179 View on Map","Very less space
Outside window view very bad with bad smell
Bathroom is very compact
At check in they don't provide me towel and soap
Location is on the mall road this is good"
The Hill Castle,Gangtok,India,,3.9/5,"Doctor On Call,Free Internet,Travel Assistance,Laundry Service,","Lower Bojoghari, Bypass Road, 2 km from Helipad, Near Shivalay Mandir, Gangtok - 737103 View on Map",Nice hotel with all basic facilities...nice hill view.. spacious room..spacious bathroom...
